aa00,en,Medical School,This is an official account for a Medical School,es,Escuela De Medicina,Esta es una cuenta oficial de una Escuela de Medicina,pt,Escola De Medicina,Esta é uma conta oficial de uma Escola de Medicina,inform,FALSE,warn
ct09,en,Medical Ethics,This user works in the field of Medical Ethics. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Ética Médica,Este usuario trabaja en el campo de la ética médica. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencias.,pt,Ética Médica,Este usuário atua na área de Ética Médica. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ct10,en,Medical Journalism,This user works in the field of Medical Journalism. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Periodismo Médico,Este usuario trabaja en el campo del periodismo médico. Esta etiqueta solo tiene fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Jornalismo Médico,Este usuário trabalha na área de Jornalismo Médico. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ct11,en,Medical Records,This user works in the field of Medical Records. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Historial Médico,Este usuario trabaja en el campo de Historias Clínicas. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencias.,pt,Registros Médicos,Este usuário trabalha na área de Registros Médicos. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ct12,en,Medical Scribe,This user works as a medical scribe. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Escriba Médico,Este usuario trabaja como redactor médico. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Escrivão Médico,Este usuário trabalha como escrivão médico. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ct13,en,Medical Writer,This user works in the field of Medical Writer. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Escritor Médico,Este usuario trabaja como redactor médico. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencia.,pt,Escritor Médico,Este usuário trabalha na área de Redação Médica. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ct14,en,Nursing,This user works in the field of Nursing. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Enfermería,Este usuario trabaja en el campo de la enfermería. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Enfermagem,Este usuário trabalha na área de Enfermagem. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ct15,en,Nutrition,This user works in the field of Nutrition. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Nutrición,Este usuario trabaja en el campo de la nutrición. Esta etiqueta solo tiene fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Nutrição,Este usuário trabalha na área de Nutrição. Esta etiqueta serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ct16,en,Occupational Therapy,This user works in the field of Occupational Therapy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Terapia Ocupacional,Este usuario trabaja en el campo de la Terapia Ocupacional. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Terapia Ocupacional,Este usuário trabalha na área de Terapia Ocupacional. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ct17,en,Patient Education,This user works in the field of Patient Education. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Educación Del Paciente,Este usuario trabaja en el campo de la educación del paciente. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Educação Do Paciente,Este usuário trabalha na área de Educação de Pacientes. Esta etiqueta serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
ct18,en,Patient Engagement,This user works in the field of Patient Engagement. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Compromiso Del Paciente,Este usuario trabaja en el área de Participación del Paciente. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Engajamento Do Paciente,Este usuário trabalha na área de Engajamento de Pacientes. Esta etiqueta serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
ct19,en,Patient Experience,This user works in the field of Patient Experience. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Experiencia Del Paciente,Este usuario trabaja en el campo de la Experiencia del Paciente. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Experiência Do Paciente,Este usuário trabalha na área de Experiência do Paciente. Esta etiqueta serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
ct20,en,Phlebotomy,This user works in the field of Phlebotomy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Flebotomía,Este usuario trabaja en el campo de la flebotomía. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Flebotomia,Este usuário trabalha na área de Flebotomia. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
ct21,en,Physician Wellbeing,This user works in the field of Physician Wellbeing. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Bienestar Del Médico,Este usuario trabaja en el campo del bienestar médico. Esta etiqueta solo se utiliza para establecer contactos y no constituye una verificación de credenciales ni licencias.,pt,Bem-Estar Do Médico,Este usuário trabalha na área de Bem-Estar Médico. Esta identificação serve apenas para fins de networking e não constitui uma verificação de credenciais ou licença.,inform,FALSE,warn
ct22,en,Physical Therapy,This user works in the field of Physical Therapy. This label is only for networking purposes and is not a verification of credentials or licensure.,es,Fisioterapia,Este usuario trabaja en el campo de la fisioterapia. Esta etiqueta es solo para fines de networking y no constituye una verificación de credenciales ni licencia.,pt,Fisioterapia,Este usuário atua na área de Fisioterapia. Esta identificação serve apenas para fins de networking e não constitui verificação de credenciais ou licença.,inform,FALSE,warn
